ON,1458290047,Free
OFF-ON,1458290398,Free
ON,1458290526,Free
OFF-ON,1458290528,Free
ON,1458290591,Free
OFF-ON,1458290648,Free
ON,1458290768,Free
OFF,1458290873,NO-INFO
ON,1458290965,Free
OFF-ON,1458291189,Free
ON,1458291305,Free
ON,1458720933,Free
OFF-ON,1458721180,Free
ON,1458721413,Free
OFF,1458721595,NO-INFO
ON,1458721706,Free
OFF,1458721926,NO-INFO
ON,1458722100,Free
OFF-ON,1458722134,Free
ON,1458807450,Free
OFF,1458808175,NO-INFO
ON,1458808592,Free
OFF-ON,1458808779,Free
ON,1458808913,Free
OFF-ON,1458809134,Free
ON,1458809252,Free
OFF,1458809256,NO-INFO
ON,1459239146,Free
OFF-ON,1459239436,Free
ON,1459239453,Free
OFF,1459239478,NO-INFO
ON,1459239848,Free
OFF,1459240028,NO-INFO
ON,1459240162,Free
OFF,1459240413,NO-INFO
ON,1459240512,Free
ON,1459935722,Free
OFF-ON,1459935752,Free
ON,1459935754,Free
OFF-ON,1459935968,Free
ON,1459936003,Free
OFF-ON,1459936028,Free
ON,1459936195,Free
OFF-ON,1459936383,Free
ON,1459936488,Free
OFF,1459936710,NO-INFO
ON,1459936803,Free
OFF,1459936857,NO-INFO
ON,1459936891,Free
ON,1460019716,Free
OFF-ON,1460019745,Free
ON,1460019751,Free
OFF-ON,1460020139,Free
ON,1460020255,Free
OFF-ON,1460020267,Free
ON,1460020269,Free
OFF-ON,1460020320,Free
ON,1460020358,Free
OFF,1460020532,NO-INFO
ON,1460020583,Free
OFF-ON,1460020858,Free
ON,1460020931,Free
OFF,1460020966,NO-INFO
ON,1460020996,Free
ON,1460103036,Free
OFF-ON,1460103061,Free
ON,1460103064,Free
OFF,1460103324,NO-INFO
ON,1460103524,Free
OFF-ON,1460103583,Free
ON,1460103642,Free
OFF,1460103795,NO-INFO
ON,1460103892,Free
OFF-ON,1460103947,Free
ON,1460104002,Free
OFF,1460104177,NO-INFO
ON,1460104227,Free
OFF,1460104264,NO-INFO
ON,1460104308,Free
ON,1460363276,Free
OFF-ON,1460363305,Free
ON,1460363314,Free
OFF,1460363835,NO-INFO
ON,1460363945,Free
OFF-ON,1460364063,Free
ON,1460364182,Free
OFF,1460364346,NO-INFO
ON,1460364445,Free
OFF-ON,1460364658,Free
ON,1460364777,Free
OFF,1460364782,NO-INFO
ON,1460364814,Free
ON,1460447271,Free
OFF-ON,1460447368,Free
ON,1460447397,Free
OFF-ON,1460447699,Free
ON,1460448025,Free
OFF,1460448170,NO-INFO
ON,1460448276,Free
OFF-ON,1460448412,Free
ON,1460448533,Free
OFF,1460448560,NO-INFO
ON,1460448597,Free
ON,1460535647,Free
OFF-ON,1460535954,Free
ON,1460536030,Free
OFF-ON,1460536249,Free
ON,1460536307,Free
OFF,1460536472,NO-INFO
ON,1460536573,Free
OFF-ON,1460536729,Free
ON,1460536908,Free
ON,1460705925,Free
OFF,1460706269,NO-INFO
ON,1460706272,Free
OFF-ON,1460706292,Free
ON,1460706525,Free
OFF-ON,1460706706,Free
ON,1460706810,Free
OFF,1460707091,NO-INFO
ON,1460707128,Free
OFF-ON,1460707130,Free
ON,1460707197,Free
ON,1460964766,Free
OFF-ON,1460965352,Free
ON,1460965428,Free
OFF,1460965476,NO-INFO
ON,1460965504,Free
OFF-ON,1460965548,Free
ON,1460965606,Free
OFF,1460965697,NO-INFO
ON,1460965746,Free
OFF,1460965759,NO-INFO
ON,1460965795,Free
OFF-ON,1460965908,Free
ON,1460965966,Free
OFF,1460966021,NO-INFO
ON,1460966106,Free
OFF,1460966169,NO-INFO
ON,1460966213,Free
ON,1461050772,Free
OFF,1461051097,NO-INFO
ON,1461051313,Free
OFF-BACK,1461051494,NO-INFO
ON-OFF,1461051576,NO-INFO
OFF-ON,1461051795,Free
ON,1461051865,Free
OFF-ON,1461051913,Free
ON,1461051949,Free
ON,1461136942,Free
OFF,1461136952,NO-INFO
ON,1461136957,Free
OFF-ON,1461137273,Free
ON,1461137424,Free
OFF-ON,1461137484,Free
ON,1461137546,Free
OFF-ON,1461137724,Free
ON,1461137836,Free
OFF,1461138106,NO-INFO
ON,1461138147,Free
OFF-ON,1461138204,Free
ON,1461223423,Free
OFF,1461223448,NO-INFO
ON,1461223488,Free
OFF-ON,1461223730,Free
ON,1461224030,Free
OFF,1461224172,NO-INFO
ON,1461224268,Free
OFF-ON,1461224509,Free
ON,1461224698,Free
ON,1461309978,Free
OFF-ON,1461310013,Free
ON,1461310047,Free
OFF-ON,1461310104,Free
ON,1461310160,Free
OFF-ON,1461310290,Free
ON,1461310520,Free
OFF-ON,1461310699,Free
ON,1461310812,Free
OFF-ON,1461310879,Free
ON,1461310940,Free
OFF-ON,1461311060,Free
ON,1461311178,Free
OFF,1461311182,NO-INFO
ON,1461311214,Free
ON,1461571771,Free
OFF-ON,1461571793,Free
ON,1461571812,Free
OFF-ON,1461572076,Free
ON,1461572380,Free
OFF,1461572550,NO-INFO
ON,1461572671,Free
OFF-ON,1461572912,Free
ON,1461573002,Free
ON,1461657577,Free
OFF-ON,1461657610,Free
ON,1461657618,Free
OFF,1461658300,NO-INFO
ON,1461658394,Free
OFF-ON,1461658429,Free
ON,1461658548,Free
OFF,1461658680,NO-INFO
ON,1461658799,Free
OFF,1461659072,NO-INFO
ON,1461659117,Free
OFF,1461659131,NO-INFO
ON,1461659170,Free
ON,1461742769,Free
OFF-ON,1461743136,Free
ON,1461743320,Free
OFF,1461743524,NO-INFO
ON,1461743623,Free
OFF,1461743945,NO-INFO
ON,1461743994,Free
OFF,1461744012,NO-INFO
ON,1461744046,Free
ON,1461829070,Free
OFF-ON,1461829319,Free
ON,1461829324,Free
OFF,1461829341,NO-INFO
ON,1461829348,Free
OFF,1461829377,NO-INFO
ON-OFF,1461829555,NO-INFO
OFF,1461829730,NO-INFO
ON,1461829795,Free
OFF,1461830088,NO-INFO
ON,1461830152,Free
OFF,1461830184,NO-INFO
ON,1461830226,Free
ON,1461914056,Free
OFF,1461914075,NO-INFO
ON,1461914079,Free
OFF-ON,1461914450,Free
ON,1461914689,NO-INFO
OFF,1461914863,NO-INFO
ON,1461914948,Free
OFF,1461915198,NO-INFO
ON,1461915264,Free
OFF,1461915297,NO-INFO
ON-OFF,1461915322,NO-INFO
ON,1462178954,Free
OFF-ON,1462179271,Free
ON,1462179376,Free
OFF,1462179479,NO-INFO
ON,1462179508,Free
OFF,1462179681,NO-INFO
ON,1462179782,Free
OFF,1462180008,NO-INFO
ON-OFF,1462180050,NO-INFO
OFF,1462180089,NO-INFO
ON,1462180120,Free
